"Data Source","World Development Indicators",

"Last Updated Date","2020-10-15",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Australia","AUS","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","6.26490020751953","6.10519981384277","5.78359985351563","7.16260004043579","9.96140003204346","8.98680019378662","8.25809955596924","8.08059978485107","8.10639953613281","7.22580003738403","6.17500019073486","6.92600011825562","9.57919979095459","10.7287998199463","10.87380027771","9.71870040893555","8.46930027008057","8.50619983673096","8.3621997833252","7.67560005187988","6.87230014801025","6.28259992599487","6.74230003356934","6.36759996414185","5.92869997024536","5.394700050354","5.03249979019165","4.78229999542236","4.3769998550415","4.23420000076294","5.56069993972778","5.21129989624023","5.08109998703003","5.22359991073608","5.66200017929077","6.07679986953735","6.05420017242432","5.70989990234375","5.59110021591187","5.29829978942871","5.15999984741211","",
"Austria","AUT","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","2.79999995231628","2.40000009536743","1.5","1.29999995231628","1.20000004768372","1.29999995231628","2","2","1.79999995231628","2.09999990463257","2","1.89999997615814","2.05999994277954","3.34999990463257","4.1100001335144","3.79999995231628","3.59999990463257","3.11999988555908","3.78999996185303","3.54999995231628","3.14000010490417","3.25","3.42000007629395","3.58999991416931","4.25","3.53500008583069","4.34730005264282","5.28130006790161","5.14949989318848","5.5226001739502","4.69770002365112","4.68720006942749","4.00699996948242","4.84929990768433","4.77850008010864","5.83419990539551","5.62750005722046","5.24280023574829","4.85790014266968","4.12809991836548","5.30140018463135","4.82000017166138","4.56379985809326","4.86499977111816","5.33479976654053","5.61969995498657","5.72270011901855","6.01380014419556","5.49900007247925","4.84800004959106","4.48659992218018","",
"Azerbaijan","AZE","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.109999999403954","0.170000001788139","0.519999980926514","0.649999976158142","0.800000011920929","0.899999976158142","1.02999997138977","1.12999999523163","16.25","11.7799997329712","10.9099998474121","10.039999961853","9.17000007629395","7.98999977111816","7.26000022888184","6.61999988555908","6.32999992370605","5.8600001335144","5.73999977111816","5.63000011444092","5.42000007629395","5.19000005722046","4.96999979019165","4.90999984741211","4.96000003814697","5","5","4.90000009536743","4.84999990463257","",
"Burundi","BDI","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.479999989271164","","","","","","","","","14","","","","","","","","","1.63357448577881","","","","","","1.57169997692108","","","","","","",
"Belgium","BEL","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","2.09999990463257","2.70000004768372","2.79999995231628","3","5.09999990463257","6.5","5.67000007629395","7.90000009536743","6.96000003814697","9.10000038146973","11.3500003814697","13","11.6597003936768","11.8815002441406","11.3248996734619","11.279899597168","11.2566995620728","10.1293001174927","8.28429985046387","7.25029993057251","6.98629999160767","6.70149993896484","8.07680034637451","9.64669990539551","9.33950042724609","9.4827995300293","8.95580005645752","9.32250022888184","8.64859962463379","6.58640003204346","6.17749977111816","6.90950012207031","7.67959976196289","7.36339998245239","8.44019985198975","8.24590015411377","7.45790004730225","6.97559976577759","7.90759992599487","8.29249954223633","7.13959980010986","7.54169988632202","8.42529964447021","8.52270030975342","8.48200035095215","7.82969999313354","7.08620023727417","5.94820022583008","5.35970020294189","",
"Benin","BEN","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","0.180000007152557","","","","","","1.50999999046326","","","","","","","","","","0.689999997615814","","","","","","","","1.03999996185303","2.64650011062622","","","","","","","","","",
"Burkina Faso","BFA","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","1.29999995231628","","","","","","","","","2.57999992370605","","","","2.44000005722046","","","","","2.77999997138977","","4","","3.29999995231628","","","","","","","6.48070001602173","","","","4.69490003585815","","",
"Bangladesh","BGD","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","2.03999996185303","2.01999998092651","0.959999978542328","","","0.920000016689301","","2.20000004768372","","","","","2.50999999046326","","","","3.26999998092651","","","4.32000017166138","","4.25","3.59060001373291","","","5","3.37890005111694","","","4.4261999130249","","","4.34999990463257","4.37230014801025","","","",
"Bulgaria","BGR","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.70000004768372","11.1000003814697","15.3000001907349","16.3999996185303","12.8000001907349","11.1000003814697","12.5","13.6999998092651","12.1999998092651","14.1000003814697","16.2175998687744","19.9207992553711","18.1095008850098","13.7326002120972","12.0370998382568","10.0825996398926","8.95069980621338","6.87769985198975","5.60949993133545","6.81659984588623","10.2793998718262","11.2595996856689","12.2699003219604","12.9407997131348","11.4238004684448","9.14330005645752","7.57460021972656","6.16440010070801","5.21140003204346","4.22989988327026","",
"Bahrain","BHR","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","3.09999990463257","","","","","","","","","","","","","","","","","","","","","","","","","","5.59999990463257","3.70000004768372","4","1.12999999523163","4","1.20000004768372","","","","","","","","",
"Bahamas, The","BHS","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","8.60000038146973","","21.2000007629395","","20.8600006103516","","14.6999998092651","","","","","","","12.0900001525879","","11.0200004577637","11.5900001525879","7.76999998092651","12.1700000762939","14.8100004196167","12.7200002670288","13.8299999237061","10.8299999237061","11.460000038147","9.76000022888184","7.65000009536743","7.44999980926514","","6.86999988555908","9.05000019073486","10.8400001525879","10.1999998092651","10.1999998092651","7.53999996185303","7.88000011444092","8.18000030517578","14.25","","14.5200004577637","14.0200004577637","16.1800003051758","13.8000001907349","12","12.6999998092651","9.80000019073486","10","","",
"Bosnia and Herzegovina","BIH","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.5499992370605","","","","","","","","","","","","","","","31.109899520874","28.9843997955322","23.4053001403809","24.067699432373","27.3118000030518","27.5818996429443","28.0102996826172","27.4902992248535","27.5172004699707","27.6944999694824","25.4081001281738","20.5272006988525","18.4001998901367","15.692099571228","",
"Belarus","BLR","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0500000007450581","0.5","1.39999997615814","2.09999990463257","2.90000009536743","4","2.79999995231628","2.29999995231628","2.09999990463257","2.09999990463257","2.29999995231628","3","3.09999990463257","1.89999997615814","1.5","1.20000004768372","1","0.800000011920929","6.09999990463257","","0.600000023841858","0.5","0.5","0.5","1","5.84000015258789","5.65000009536743","4.76000022888184","4.15999984741211","",
"Belize","BLZ","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.77999973297119","11.1000003814697","12.4799995422363","13.8199996948242","12.6800003051758","14.3100004196167","12.8400001525879","","9.06999969482422","10.039999961853","","","10.9099998474121","9.39000034332275","8.51000022888184","8.18000030517578","","","","","8.34910011291504","8.24390029907227","7.57819986343384","7.00040006637573","6.59549999237061","","","",
"Bermuda","BMU","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.71000003814697","","","","","","","","","4.48000001907349","6.48999977111816","","8.4399995803833","6.65999984741211","8.9399995803833","","","","","","",
"Bolivia","BOL","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","9","8.10000038146973","7.09999990463257","6.09999990463257","5.19999980926514","5.30000019073486","5.30000019073486","5.5","5.59999990463257","6.09999990463257","10.1599998474121","11.6000003814697","14.1899995803833","14.6599998474121","19.2800006866455","19.7600002288818","20.3199996948242","18","10.1000003814697","6.69000005722046","6.59000015258789","5.51999998092651","5.98999977111816","3.07999992370605","3.69000005722046","5.23000001907349","2.07999992370605","","3.9300000667572","4.46999979019165","5.23999977111816","5.48000001907349","","4.17000007629395","5.44999980926514","5.07999992370605","5.17999982833862","2.60339999198914","2.86339998245239","","2.21860003471375","2.04789996147156","2.39389991760254","2.00650000572205","3.06599998474121","3.49810004234314","3.65459990501404","3.51859998703003","3.82170009613037","",
"Brazil","BRA","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","3.05999994277954","2.77999997138977","","","1.91999995708466","2.3199999332428","2.35999989509583","2.75999999046326","","3.99000000953674","4.82999992370605","4.61999988555908","4.03999996185303","3.38000011444092","2.36999988555908","3.55999994277954","3.78999996185303","2.97000002861023","3.69000005722046","","6.42000007629395","6.03000020980835","","6.42049980163574","7.25339984893799","8.15839958190918","9.42280006408691","10.2082996368408","","9.61040019989014","9.37090015411377","9.99100017547607","9.10519981384277","9.56770038604736","8.63949966430664","8.32730007171631","7.34259986877441","8.5221004486084","","6.91699981689453","7.18569993972778","6.97639989852905","6.66120004653931","8.4266996383667","11.5999002456665","12.8224000930786","12.3338003158569","11.9333000183105","",
"Barbados","BRB","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","9.85999965667725","12.4499998092651","13.289999961853","9.44999980926514","8.97999954223633","7.23000001907349","8.39000034332275","9.0600004196167","17.0200004577637","18.8500003814697","17.8799991607666","17.9400005340576","17.5699996948242","14.0600004196167","8.15999984741211","7.51999998092651","22.9400005340576","24.5400009155273","22.9799995422363","19.6599998474121","14.710000038147","14.6099996566772","12.3999996185303","10.6099996566772","9.35000038146973","9.85000038146973","10.3199996948242","11","9.56999969482422","9.07999992370605","8.72999954223633","7.40999984741211","8.11999988555908","10.0200004577637","10.6899995803833","11.1899995803833","11.5900001525879","11.5500001907349","12.1700000762939","11.3500003814697","9.72000026702881","","","","",
"Brunei Darussalam","BRN","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","8.2519998550415","7.84999990463257","8.0629997253418","8.69600009918213","10.0410003662109","7.66800022125244","7.84200000762939","6.5479998588562","6.03700017929077","","","","","","","","4.69999980926514","","","","","","","","","","","","","","","","","","","","","","","6.96509981155396","","","9.31599998474121","8.69950008392334","6.92309999465942","",
"Bhutan","BTN","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.39999997615814","1.39999997615814","","1.89999997615814","","1.79999995231628","2.49000000953674","3.09999990463257","3.13000011444092","3.70000004768372","","3.96000003814697","3.3199999332428","3.23000001907349","2.04999995231628","2.86999988555908","2.63000011444092","2.45000004768372","","","","","",
"Botswana","BWA","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","25.6700000762939","","","","","","13.8199996948242","","","21.2000007629395","","21.5932006835938","","20.8600006103516","","15.8800001144409","18.5400009155273","","23.7999992370605","","","17.7821998596191","","","16.1692008972168","17.8600006103516","","","","","","","","","","",
"Central African Republic","CAF","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Canada","CAN","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","4.69999980926514","5.90000009536743","6.40000009536743","6.30000019073486","5.59999990463257","5.40000009536743","","7.08960008621216","8.0487003326416","8.37580013275146","7.52530002593994","7.53679990768433","7.60710000991821","11.0403003692627","12.0184001922607","11.3444004058838","10.5024995803833","9.5930004119873","8.81999969482422","7.76189994812012","7.54650020599365","8.13109970092773","10.3161001205444","11.1969995498657","11.3768997192383","10.3951997756958","9.48890018463135","9.61970043182373","9.10050010681152","8.27849960327148","7.58309984207153","6.82870006561279","7.21859979629517","7.66480016708374","7.5738000869751","7.18529987335205","6.7581000328064","6.32030010223389","6.03609991073608","6.13710021972656","8.3439998626709","8.05550003051758","7.51109981536865","7.29180002212524","7.07359981536865","6.9141001701355","6.9064998626709","6.99889993667603","6.33970022201538","5.83080005645752","5.66260004043579","",
"Central Europe and the Baltics","CEB","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.5090607803841","12.4069445151195","11.3471734798399","10.654393988845","10.1805191916207","9.15850883324705","8.95086760276028","10.3840613044292","12.4344095689483","13.2279362105735","13.7433813326287","12.9580325628797","12.9349224856964","12.0548370127208","10.1051608425989","7.80873015044946","6.60452090195105","8.48828956838396","9.90017962172838","9.78935216535145","9.97755392725203","10.0446185089159","8.94974734780472","7.8148235068115","6.48769294898769","5.29346793291519","4.31275481611841","3.77751285103249","",
"Switzerland","CHE","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","0.300000011920929","0.699999988079071","0.400000005960464","0.400000005960464","0.400000005960464","0.200000002980232","0.200000002980232","0.400000005960464","0.899999976158142","1.10000002384186","1","0.800000011920929","0.800000011920929","0.699999988079071","0.600000023841858","2.0699999332428","1.77699995040894","2.81100010871887","3.71700000762939","3.87899994850159","3.32699990272522","3.70510005950928","4.20419979095459","3.59739995002747","3.14540004730225","2.666100025177","2.48979997634888","2.92370009422302","4.11579990386963","4.3157000541687","4.43669986724854","3.99990010261536","3.65190005302429","3.34969997406006","4.11609983444214","4.8028998374939","4.40220022201538","4.48460006713867","4.74669981002808","4.82590007781982","4.80070018768311","4.91790008544922","4.79670000076294","4.7133002281189","4.39410018920898","",
"Channel Islands","CHI","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","14.6899995803833","12.75","11.8299999237061","14.2600002288818","13.6300001144409","10.460000038147","11.3500003814697","19.6000003814697","14.6499996185303","13.9099998474121","","8.71000003814697","","6.23000001907349","5.28999996185303","5.63000011444092","5.23000001907349","4.34999990463257","4.48999977111816","5.86999988555908","4.69999980926514","7.41400003433228","7.13600015640259","7.30700016021729","11.1579999923706","10.4910001754761","10.3900003433228","10.1680002212524","9.76500034332275","10.1619997024536","9.34000015258789","9.02400016784668","8.42700004577637","9.28499984741211","11.3129997253418","8.42430019378662","7.3439998626709","6.65939998626709","6.21400022506714","6.6648998260498","6.50759983062744","6.73820018768311","6.95809984207153","7.23309993743896","7.29029989242554","",
"China","CHN","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","5.30000019073486","5.40000009536743","4.90000009536743","3.79999995231628","3.20000004768372","2.29999995231628","1.89999997615814","1.79999995231628","2","2","2","2.59999990463257","2.5","2.29999995231628","2.29999995231628","2.59999990463257","2.79999995231628","2.90000009536743","3","3.09999990463257","3.09999990463257","3.09999990463257","3.09999990463257","3.59999990463257","4","4.30000019073486","4.19999980926514","4.19999980926514","4.09999990463257","4","4.19999980926514","4.30000019073486","4.09999990463257","4.09999990463257","4.09999990463257","4.05000019073486","4.09999990463257","","","3.90000009536743","3.79999995231628","5.15000009536743","",
"Cote d'Ivoire","CIV","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.69999980926514","","","4.09999990463257","","","4.09999990463257","","","","","","","","","","","","","","7.22289991378784","4.25449991226196","","","2.59920001029968","3.27250003814697","","","",
"Cameroon","CMR","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.0600004196167","","","","","7.46000003814697","","","","4.40000009536743","","3.06270003318787","","","4.1100001335144","","","","3.53379988670349","","","","","","",
"Congo, Dem. Rep.","COD","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.84910011291504","","","","","","","4.48519992828369","","","","","","","","",
"Congo, Rep.","COG","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.7956008911133","","","","16.1000003814697","","","10","","","","","","","","",
"Colombia","COL","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","10.5500001907349","","9.39999961853027","","","9.10000038146973","8.13000011444092","11.460000038147","11.1300001144409","13","13.8900003433228","12.9399995803833","10.8299999237061","","","","10.1199998855591","9.4399995803833","7.80000019073486","8.25","8.72000026702881","11.8100004196167","12.1400003433228","15","20.0599994659424","20.5200004577637","15.039999961853","15.6330003738403","14.1890001296997","13.7170000076294","11.8699998855591","","11.2040004730225","11.2729997634888","12.0659999847412","10.9840002059937","10.1108999252319","9.74050045013428","9.0516996383667","8.57219982147217","8.29899978637695","8.69180011749268","8.8725004196167","9.11069965362549","9.96140003204346","",
"Comoros","COM","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.57140016555786","","","","","","","","","","8.14249992370605","","","","","","",
"Cabo Verde","CPV","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23","","","","","","","","","","","","","","","","","","","","10.6700000762939","","","","","31.3127002716064","","12.2399997711182","12.1700000762939","11.289999961853","",
"Costa Rica","CRI","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.51100015640259","5.3730001449585","3.92700004577637","3.9539999961853","4.04500007629395","5.17600011825562","6.16200017929077","5.68100023269653","5.3270001411438","5.89499998092651","5.08199977874756","5.91499996185303","6.33400011062622","6.55800008773804","6.39099979400635","6.57100009918213","5.73999977111816","4.48999977111816","4.7810001373291","7.71299982070923","7.17080020904541","10.1393995285034","9.78390026092529","8.7677001953125","9.05900001525879","8.99909973144531","8.59819984436035","8.1422004699707","9.63199996948242","11.4905996322632","",
"Caribbean small states","CSS","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.6663156028541","15.6976079876402","16.5445587512786","17.1691816699788","16.1776453394401","15.7095876513313","15.3082201649687","15.1222646410039","14.3047565377798","14.0818657528949","14.1263944526978","12.8538798457794","12.516353660063","11.6119790502521","10.9687473161187","10.3711919813454","9.22788831727543","8.41072246403768","8.82078276552639","9.86194031594006","9.43927573737351","10.2471132076289","10.9640296923266","11.4066564899233","10.1094595816585","9.82643467451223","10.0457619903347","","","","",
"Cuba","CUB","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.27000045776367","7.6100001335144","7.09999990463257","6.23000001907349","6.26000022888184","5.44999980926514","4.07999992370605","3.30999994277954","2.32999992370605","1.85399997234344","1.95000004768372","1.91299998760223","1.78799998760223","1.58299994468689","1.66999995708466","2.5","3.1800000667572","3.46000003814697","3.28999996185303","2.70000004768372","2.40000009536743","2","1.70000004768372","1.70000004768372","","",
"Curacao","CUW","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.77999973297119","","13.0299997329712","12.6099996566772","11.710000038147","","","13.4300003051758","","",
"Cayman Islands","CYM","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.90999984741211","","7.21999979019165","5.73999977111816","4.94000005722046","5.09999990463257","4.1399998664856","4.17000007629395","","","7.53999996185303","5.36999988555908","3.60999989509583","3.45000004768372","3.53999996185303","2.61999988555908","3.82999992370605","3.97000002861023","6.03999996185303","6.67999982833862","6.78000020980835","6.21000003814697","6.26999998092651","4.69999980926514","4.23999977111816","","","","","",
"Cyprus","CYP","Unemployment, total (% of total labor force) (national estimate)","SL.UEM.TOTL.NE.ZS","","","","","","","","","","","","","","","","10.8999996185303","7.40000009536743","3.09999990463257","2","1.70000004768372","2","2.59999990463257","2.79999995231628","3.29999995231628","3.29999995231628","3.29999995231628","3.70000004768372","3.40000009536743","2.79999995231628","2.29999995231628","1.79999995231628","3","2.08999991416931","2.70000004768372","2.70000004768372","2.59999990463257","3.09999990463257","3.40000009536743","3.29999995231628","5.69999980926514","4.96750020980835","3.98399996757507","3.29850006103516","4.1350998878479","4.33330011367798","5.30369997024536","4.54290008544922","3.92199993133545","3.65470004081726","5.36390018463135","6.2628002166748","7.85610008239746","11.7952003479004","15.8706998825073","16.0879993438721","14.9083995819092","12.9497995376587","11.0515003204346","8.36970043182373","7.07359981536865","",
